Country Name,Country Code,Series Name,Series Code,1990 [YR1990],2000 [YR2000],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
Ecuador,ECU,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,58.34104,57.84692,64.19695,65.91542,..,..,83.51436,83.46509,85.45839,102.06477,104.20374,..
Ecuador,ECU,"Gross enrolment ratio, primary and secondary, gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,..,1.00151,1.00145,1.0021,..,..,1.00535,1.005,1.00664,1.02513,1.02019,..
Ecuador,ECU,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.1,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,..
Ecuador,ECU,Forest area (sq. km),AG.LND.FRST.K2,146308.5,137289.2,132565,131777.6,130990.3,130202.9,129415.6,128628.2,127840.8,127053.5,126266.1,125478.8
Ecuador,ECU,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,14.64,15.31,..,..,..,..,..,..,..,..,15.43,..
Ecuador,ECU,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,..,..,..,2.24186256781194,..,..,..,..,..,..,2.24186256781194,..
Ecuador,ECU,Improved water source (% of population with access),SH.H2O.SAFE.ZS,73.8,79.7,82.8,83.3,83.9,84.4,84.9,85.4,85.9,86.4,86.9,86.9
Ecuador,ECU,Improved sanitation facilities (% of population with access),SH.STA.ACSN,57,69.7,76.4,77.4,78.5,79.6,80.7,81.7,82.8,83.8,84.7,84.7
Ecuador,ECU,Urban population growth (annual %),SP.URB.GROW,3.79512513001909,2.67496375921641,1.99393360688841,2.00724294875283,2.00515879693297,1.98529371552001,1.95460337715128,1.92185539908213,1.90558079554966,1.88840815626349,1.87471455240757,..
Ecuador,ECU,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,619.492595726107,698.076254874255,786.770421886824,833.203582927404,854.271782164512,895.87218566622,919.42244272597,934.377635518354,943.754895183648,979.754761286922,..,..
Ecuador,ECU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.6475882711878,1.65831870779618,2.06617581254757,2.20399790813108,2.06452130457654,2.355257087353,2.29330340391352,2.35401738651458,..,..,..,..
Ecuador,ECU,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,481.303492777756,637.521384008167,868.158846005975,958.925777863598,1083.98626761538,1111.20111140531,1143.77986502835,1217.34592759704,1281.55964661095,1333.1577839711,..,..
Ecuador,ECU,GDP at market prices (current US$),NY.GDP.MKTP.CD,15239278100.3502,18327764882.4412,46802044000,51007777000,61762635000,62519686000,69555367000,79276664000,87924544000,94776170000,100917372000,..
Ecuador,ECU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.6799140527842,1.09180156435758,4.40352643383186,2.19006397224541,6.3571305999083,0.566491592100093,3.52529866894027,7.86814091910996,5.641962066712,4.55357553062048,3.67498213973248,..
Ecuador,ECU,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,5.81362920255557,-7.7140667636792,8.00091082171883,6.65050227293493,13.8473188994265,0.655537559193846,7.46507996966288,5.66265674725217,4.98525306124122,3.09797623575672,2.70528896360955,..
Ecuador,ECU,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,21.4276195372751,16.3373932639198,9.89546588234073,9.83719474362289,9.29867023676652,10.5030012315026,10.1803924422845,9.94489340765022,9.06170876798083,9.05262979267613,9.12929963478604,..
Ecuador,ECU,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,29.8717669237361,35.6533664508589,35.6419974521063,36.2317044479671,39.3276360448747,34.3437828183574,36.3198964322417,38.9821824870749,39.5870126242707,39.1501166923896,39.094331674085,..
Ecuador,ECU,"Services, etc., value added (% of GDP)",NV.SRV.TETC.ZS,48.7006135389889,48.0092402852212,54.462536665553,53.93110080841,51.3736937183588,55.15321595014,53.4997111254738,51.0729241052749,51.3512786077485,51.7972535149342,51.776368691129,..
Ecuador,ECU,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,22.7643720219304,32.1275352850362,30.3330747691276,31.9317679733426,34.1636395532671,25.2491079369784,27.8949559708311,31.121199802252,30.164809271004,29.169331278105,28.5692556480761,..
Ecuador,ECU,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,21.8305402720974,27.3371640115967,29.3767084189742,30.6553704545877,33.8933078227637,26.8557410860957,32.4082827425812,33.3690390907468,31.5863031373811,31.5206544007845,30.1065856134264,..
Ecuador,ECU,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,24.0720030162869,21.2787210115008,22.4598139346222,22.7048279324151,26.387507592576,25.6392650468526,28.0373130660068,28.1423988779346,27.7958359385975,28.7624916685281,28.6391048708641,..
Ecuador,ECU,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,9.78205515464083,..,..,..,..,..,..,..,..,..,..,..
Ecuador,ECU,Cash surplus/deficit (% of GDP),GC.BAL.CASH.GD.ZS,1.96954130630352,..,..,..,..,..,..,..,..,..,..,..
Ecuador,ECU,Time required to start a business (days),IC.REG.DURS,..,..,65,65,65,64,56,55.5,55.5,55.5,55.5,50.5
Ecuador,ECU,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,10.5289145177307,30.5826847803498,18.9608599145798,21.5387743716022,20.591721839588,19.8151474433189,24.0080659368816,24.9987231778572,27.920142845438,29.5625367209922,31.6785993991203,..
Ecuador,ECU,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,9.58510102401048,..,..,..,..,..,..,..,..,..,..,..
Ecuador,ECU,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.32615781291104,1.45207595274333,2.02982587683564,2.56823582019659,2.66504173599459,3.11741808812028,3.01055129218138,3.09511005659875,2.94545286467451,2.95825944433079,2.89575416212781,..
Ecuador,ECU,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,3.84751976907206,60.505923519965,69.6642867450352,80.5137495502123,89.735548395736,98.531158306553,100.565599366831,106.225532949865,105.644477610006,103.899164782894,..
Ecuador,ECU,Internet users (per 100 people),IT.NET.USER.P2,0,1.46218853556457,7.2,10.8,18.8,24.6,29.03,31.3668083587433,35.1351464545516,40.3536842279418,43,..
Ecuador,ECU,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,0.319342187015956,5.61649451285618,7.8745687889324,6.1678972614159,4.18127617300532,4.01953124682266,8.42720362212896,3.22865511569944,2.47843358096985,4.35649672773313,4.7598085484938,..
Ecuador,ECU,Overall level of statistical capacity (scale 0 - 100),IQ.SCI.OVRL,..,..,86.6666666666667,86.6666666666667,84.4444444444444,84.4444444444444,82.2222222222222,82.2222222222222,71.1111111111111,70,70,72.2222666666667
Ecuador,ECU,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,30.0211071014897,47.1852408379876,53.0780236863159,55.3140377005648,60.9919834216918,46.3101238224389,54.7488635923666,58.9832627165038,56.0045292927536,54.859737421337,52.9856885720161,..
Ecuador,ECU,Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,114.2857142857,100,125.7128346842,135.5727698444,158.5946132482,134.1954410362,157.8769895253,178.5337766124,181.2118094533,183.7951558049,181.7426059525,..
Ecuador,ECU,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,12162489000,13329122000,17393170000,17863110000,15812998000,13259193000,14958833000,16489934000,16938322000,20286949000,26332952000,..
Ecuador,ECU,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,33.2103133556434,30.5408638864937,29.4186767186358,22.7148397697713,11.0709972481769,30.0207673877955,9.06420513826181,9.72648827512946,9.81740035551747,11.2369179102618,13.7706081099722,..
Ecuador,ECU,Net migration,SM.POP.NETM,..,..,..,-44999,..,..,..,..,-38001,..,..,..
Ecuador,ECU,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,51000000,1322301025,2933808811.42857,3341337813.39619,3088633129.31,2742436211.02,2599027038.68,2680596330.84567,2476225961.80543,2458803089.2207,2472449389.28992,..
Ecuador,ECU,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,126000000,-23439367.9139981,271428852.53,193872526.93,1056888020.15482,307960890.109,165320320.363638,643709358.687904,567035300.85638,732016206.263418,773101946.091118,..
Ecuador,ECU,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,159320000,146140000,187770000,217290000,230610000,207850000,147240000,161020000,147900000,147150000,160380000,..
"Venezuela, RB",VEN,"Population, total",SP.POP.TOTL,19861959,24481477,27221228,27670659,28116716,28558607,28995745,29427631,29854238,30276045,30693827,31108000
"Venezuela, RB",VEN,Population growth (annual %),SP.POP.GROW,2.41384628304213,1.88903086226017,1.67483125016247,1.63754998303231,1.5991664993392,1.55940868557826,1.51907333114389,1.47849678294708,1.43927433973339,1.40299994613106,1.37047536846938,..
"Venezuela, RB",VEN,Surface area (sq. km),AG.SRF.TOTL.K2,912050,912050,912050,912050,912050,912050,912050,912050,912050,912050,912050,912050
"Venezuela, RB",VEN,Population density (people per sq. km of land area),EN.POP.DNST,22.5179513633014,27.7552032197721,30.8613207868035,31.3708508587949,31.8765557508078,32.3775375545604,32.8731307748994,33.3627696842583,33.8464236721274,34.3246357916218,34.7982846777394,..
"Venezuela, RB",VEN,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,46.3,36.3,33.6,32.6,31.8,32.5,31.6,25.4,32.1,..,..
"Venezuela, RB",VEN,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,..,9.24,..,..,..,..,..,..,..,..,..
"Venezuela, RB",VEN,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,50751049556.0644,99738901186.3521,164581683653.462,208065063360.486,259512911701.86,289912482087.965,334452001168.996,347022607661.237,373256720713.005,..,..,..
"Venezuela, RB",VEN,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,2560,4070,6050,7520,9230,10150,11530,11790,12500,..,..,..
"Venezuela, RB",VEN,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,182456560430.036,276445125826.204,401416369062.714,456006188080.297,484581425928.784,466838158150.897,463020306445.664,489063712529.961,523784610190.285,535745757159.643,..,..
"Venezuela, RB",VEN,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,9190,11290,14750,16480,17230,16350,15970,16620,17540,17700,..,..
"Venezuela, RB",VEN,Income share held by lowest 20%,SI.DST.FRST.20,..,..,3.18,..,..,..,..,..,..,..,..,..
"Venezuela, RB",VEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.8286097560976,72.3461219512195,73.3010487804878,73.3889024390244,73.476243902439,73.568,73.6716097560976,73.7916585365854,73.9257317073171,74.0744146341464,74.2361951219512,74.4096097560976
"Venezuela, RB",VEN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,3.448,2.822,2.595,2.562,2.531,2.501,2.472,2.444,2.417,2.391,2.365,2.34
"Venezuela, RB",VEN,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,97.059,88.9982,83.6358,82.554,82.2228,81.8916,81.5604,81.2292,80.898,80.2826,79.6672,..
"Venezuela, RB",VEN,"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,..,..,..,..,..,..,..,..,..,..,..,..
"Venezuela, RB",VEN,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..,94,..,..,..,..,..,..,96,..,..,..
"Venezuela, RB",VEN,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,29.6,21.7,17.9,17.4,17.1,16.8,16.6,16.4,16.1,15.7,15.3,14.9
"Venezuela, RB",VEN,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,6.69999980926514,3.90000009536743,3.90000009536743,3.70000004768372,3.20000004768372,2.90000009536743,..,..,..,..,..,..
"Venezuela, RB",VEN,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,61,84,82,87,93,87,79,86,87,85,89,..
"Venezuela, RB",VEN,"Primary completion rate, both sexes (%)",SE.PRM.CMPT.ZS,78.95549,81.92593,93.64343,95.73083,93.57685,93.6521,92.52151,93.91329,95.27824,95.31894,96.24232,..
"Venezuela, RB",VEN,"Gross enrollment ratio, primary, both sexes (%)",SE.PRM.ENRR,105.8525,99.28468,102.73016,104.61711,101.92826,102.24411,101.67858,101.44112,101.53069,102.03063,100.845,..
"Venezuela, RB",VEN,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,55.49662,59.32583,75.61009,78.14587,79.91281,80.89369,80.94776,82.06468,84.39415,92.12468,91.61128,..
"Venezuela, RB",VEN,"Gross enrolment ratio, primary and secondary, gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,..,1.04656,1.03038,1.02566,1.02165,1.01843,1.01843,1.01939,1.02265,1.02681,1.01838,..
"Venezuela, RB",VEN,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.1,0.3,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6,..
"Venezuela, RB",VEN,Forest area (sq. km),AG.LND.FRST.K2,520260,491510,476714,476298,475882,475466,475050,473406,471762,470118,468474,466830
"Venezuela, RB",VEN,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,26.9,36.67,..,..,..,..,..,..,..,..,36.69,..
"Venezuela, RB",VEN,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,..,..,..,2.8111801242236,..,..,..,..,..,..,2.8111801242236,..
"Venezuela, RB",VEN,Improved water source (% of population with access),SH.H2O.SAFE.ZS,88.8,91.1,92.1,92.2,92.4,92.5,92.7,92.8,92.9,93.1,93.1,93.1
"Venezuela, RB",VEN,Improved sanitation facilities (% of population with access),SH.STA.ACSN,82.1,88.3,91.2,91.7,92.1,92.6,93,93.5,94,94.4,94.4,94.4
"Venezuela, RB",VEN,Urban population growth (annual %),SP.URB.GROW,2.95037956883431,2.2682417181358,1.72224492764587,1.68381081438844,1.6454090512708,1.6056283919975,1.56527105132183,1.52467259652918,1.48542998712431,1.45138224473466,1.42333620067889,..
"Venezuela, RB",VEN,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1993.13270156282,2094.34132589304,2304.31117949565,2096.72462083393,2307.74532843736,2276.79991534601,2496.24298323771,2283.49166128935,2447.28413433295,2271.18753456735,..,..
"Venezuela, RB",VEN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.15057346558816,6.2260345648263,6.2272873582338,5.86851802120072,6.60489229965548,6.5252928127762,6.81175648358061,6.4163335811843,..,..,..,..
"Venezuela, RB",VEN,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,2449.05348963816,2636.1154598638,2958.42641632479,2973.00472677575,3071.80255332806,3033.86646274449,3134.42541310803,3196.89342305536,3249.78986233043,3245.07378688333,..,..
"Venezuela, RB",VEN,GDP at market prices (current US$),NY.GDP.MKTP.CD,47027508385.03,117147614565.563,183477522123.894,230364229156.963,315600203539.823,329418979506.288,393801459277.332,316482190800.364,381286237847.667,..,..,..
"Venezuela, RB",VEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.46794075617372,3.68694416687683,9.87214910851037,8.75346338531995,5.27796585778277,-3.20230265749004,-1.48879125078348,4.17642535923927,5.62595697508644,1.34309403607476,-3.99999999999999,..
"Venezuela, RB",VEN,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,41.740657256226,29.4528251104893,17.9043155490636,15.4487088273591,30.1321923946817,7.83166636002666,45.9432686985893,28.1491909528854,14.059430064286,35.5026746348335,..,..
"Venezuela, RB",VEN,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,5.46606599974526,4.21001827677942,3.97764983133668,4.12501854831464,4.44421009136659,6.12873375637085,5.79132835760473,5.43220366434674,5.47100793465547,..,..,..
"Venezuela, RB",VEN,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,60.5607965990307,49.6735235441619,56.4837551445789,53.3081481361569,54.0908837109939,44.1749560597168,52.1555872132379,52.6996476136285,49.2531195350254,..,..,..
"Venezuela, RB",VEN,"Services, etc., value added (% of GDP)",NV.SRV.TETC.ZS,33.9731374012241,46.1164581790587,39.5385950240844,42.5667316195117,41.4648489438889,49.6962411626127,42.0530577281001,..,..,..,..,..
"Venezuela, RB",VEN,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,39.4500234944558,29.7442196597828,36.5186216079437,31.1305095917443,30.8216690057259,18.0715188695789,28.5304069880193,29.9430146096987,26.1710142521782,24.7649783074912,..,..
"Venezuela, RB",VEN,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,20.1840859822559,18.113001893198,22.1469699505166,25.0685330535067,21.0073433732672,20.4494107887508,17.606486536001,19.6951069871008,24.2325531281872,29.5127829463821,..,..
"Venezuela, RB",VEN,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,10.2199353211415,24.1703919915729,26.921912843379,30.3400097454063,26.8261258775664,25.7969460220917,21.9716579748512,23.0723970782658,26.5967444479812,27.2689532875589,..,..
"Venezuela, RB",VEN,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,24.460086120923,21.1789121108884,..,..,..,..,..,..,..,..,..,..
"Venezuela, RB",VEN,Cash surplus/deficit (% of GDP),GC.BAL.CASH.GD.ZS,3.03765801354178,-1.23875265561688,..,..,..,..,..,..,..,..,..,..
"Venezuela, RB",VEN,Time required to start a business (days),IC.REG.DURS,..,..,143,142,141,141,141,141,144,144,144,144
"Venezuela, RB",VEN,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,38.641867186957,14.9076237137421,18.421236018845,19.9408261435868,20.1848051784695,25.9026757765397,22.5087686526828,33.6556989092377,48.3423561909355,61.9278297635068,..,..
"Venezuela, RB",VEN,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,18.1047119802908,13.286603548683,..,..,..,..,..,..,..,..,..,..
"Venezuela, RB",VEN,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.56872441780542,1.52657012884905,1.63375762934706,1.2893051242236,1.37043789860736,1.2203388985043,0.853924397949469,0.753524677610168,1.30233184721529,1.43090973756456,..,..
"Venezuela, RB",VEN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0.0375972871596906,22.3175670252565,69.1020835587459,86.1302692438155,97.4895904426665,98.3925082846331,95.9951118473762,97.5640312705239,102.050727660111,101.614434001387,98.9520034832843,..
"Venezuela, RB",VEN,Internet users (per 100 people),IT.NET.USER.P2,0,3.3595974645036,15.2247114771787,20.83,25.88,32.7,37.37,40.22,49.0500830729861,54.9,57,..
"Venezuela, RB",VEN,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,3.93872519716892,2.89096578604343,2.4137913425398,..,3.47136767359514,4.17760988355386,5.05221964133165,2.79617388010946,0.00132680534109401,1.13033203081397,..,..
"Venezuela, RB",VEN,Overall level of statistical capacity (scale 0 - 100),IQ.SCI.OVRL,..,..,82.2222222222222,86.6666666666667,90,86.6666666666667,83.3333333333333,78.8888888888889,77.7777777777778,80,81.1111111111111,82.2222333333333
"Venezuela, RB",VEN,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,52.8031376799555,42.460958496224,54.0632982458848,50.3882918041537,46.0934430232851,30.0963229710046,26.5984286072018,44.4925509533089,41.4570431107856,..,..,..
"Venezuela, RB",VEN,Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,89.5833333333,100,184.4003451251,202.1237763398,249.4693572496,181.6579634465,215.9341082288,259.5085092861,262.0892182911,254.6287873487,..,..
"Venezuela, RB",VEN,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..
"Venezuela, RB",VEN,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,..,..,..,..,..,..,..,..,..,..,..,..
"Venezuela, RB",VEN,Net migration,SM.POP.NETM,..,..,..,-28395,..,..,..,..,-69121,..,..,..
"Venezuela, RB",VEN,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,1000000,17000000,165000000,151000000,137000000,131000000,143000000,138000000,118000000,120000000,121193609.022059,..
"Venezuela, RB",VEN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,451000000,4701000000,198000000,2517000000,1258000000,-2553000000,1903000000,3889000000,2199000000,6927000000,..,..
"Venezuela, RB",VEN,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,76360000,76060000,62930000,77760000,59220000,66340000,52570000,46470000,48060000,35160000,40630000,..
Peru,PER,"Population, total",SP.POP.TOTL,21826658,25914875,27949958,28292768,28642048,29001563,29373644,29759891,30158768,30565461,30973148,31377000
Peru,PER,Population growth (annual %),SP.POP.GROW,2.11975318589973,1.37377565978044,1.22229662655723,1.21905273715175,1.22696236275974,1.24738771701005,1.27480846108801,1.30637376270639,1.3314146175279,1.33949524787227,1.32499895965774,..
Peru,PER,Surface area (sq. km),AG.SRF.TOTL.K2,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220
Peru,PER,Population density (people per sq. km of land area),EN.POP.DNST,17.0520765625,20.24599609375,21.8359046875,22.103725,22.3766,22.65747109375,22.948159375,23.24991484375,23.5615375,23.87926640625,24.197771875,..
Peru,PER,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,49.2,42.4,37.3,33.5,30.8,27.8,25.8,23.9,22.7,..
Peru,PER,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,16.5,12.39,10.03,7.94,6.27,4.74,4.35,4.13,3.7,..,..
Peru,PER,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,19254119835.9888,51066896584.5353,77875892479.8355,89879541487.4173,107831735376.342,113771157362.862,128542563569.458,144960198376.945,170437086868.369,190326109668.818,196931430954.104,..
Peru,PER,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,880,1970,2790,3180,3760,3920,4380,4870,5650,6230,6360,..
Peru,PER,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,74295945749.9662,129947726606.53,187587940234.364,209987220701.34,236051117490.209,241043799339.422,262827918315.915,284677156245.627,311681700463.453,338756847471.838,354236928796.846,..
Peru,PER,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,3400,5010,6710,7420,8240,8310,8950,9570,10330,11080,11440,..
Peru,PER,Income share held by lowest 20%,SI.DST.FRST.20,..,3.37,3.32,3.33,3.7,3.94,4.24,4.31,4.28,4.43,..,..
Peru,PER,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.5304390243902,70.5074390243903,72.7434390243903,72.9969512195122,73.2250243902439,73.4361463414634,73.6398048780488,73.8449756097561,74.0576585365854,74.2838536585366,74.5255365853659,74.7807317073171
Peru,PER,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,3.828,2.929,2.648,2.616,2.59,2.566,2.545,2.525,2.504,2.48,2.455,2.427
Peru,PER,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,70.7978,65.1004,56.0584,54.698,54.1862,53.6744,53.1626,52.6508,52.139,50.9086,49.6782,..
Peru,PER,"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,..,68.9,71.3,..,72.4,73.2,74.4,75.4,75.5,74,74.6,..
Peru,PER,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..,62.5,74.7,..,82.1,82.5,83.8,85,86.7,..,90,..
Peru,PER,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,79.7,38.6,25.9,24.5,23.2,22.1,21,20,19.1,18.3,17.5,16.9
Peru,PER,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,..,5.19999980926514,..,..,4.5,4.30000019073486,4.30000019073486,4.19999980926514,3.5,..,..,..
Peru,PER,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,64,97,93,92,92,91,94,96,94,85,89,..
Peru,PER,"Primary completion rate, both sexes (%)",SE.PRM.CMPT.ZS,..,101.27117,103.60966,105.8739,104.8812,101.93184,103.35593,99.77302,94.00992,95.14899,95.90559,..
Peru,PER,"Gross enrollment ratio, primary, both sexes (%)",SE.PRM.ENRR,117.77061,121.2999,116.80022,116.51686,112.89144,111.10479,110.36508,107.35672,101.44142,103.1087,101.4221,..
Peru,PER,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,67.08959,84.69558,88.07086,90.51896,91.04757,93.40124,94.70003,95.20703,93.43105,97.89767,95.62184,..
Peru,PER,"Gross enrolment ratio, primary and secondary, gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,..,0.97016,1.0019,1.00408,1.00806,1.00328,1.00821,1.00333,0.99022,0.99718,0.99915,..
Peru,PER,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.6,0.6,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,..
Peru,PER,Forest area (sq. km),AG.LND.FRST.K2,779210,761470,753846,752412,750978,749544,748110,746434,744758,743082,741406,739730
Peru,PER,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,3.02,4.58,..,..,..,..,..,..,..,..,19.37,..
Peru,PER,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,..,..,..,..,..,..,..,..,0.832419256550884,..,0.832419256550884,..
Peru,PER,Improved water source (% of population with access),SH.H2O.SAFE.ZS,74.3,79.8,82.8,83.3,83.7,84.2,84.6,85,85.5,85.9,86.3,86.7
Peru,PER,Improved sanitation facilities (% of population with access),SH.STA.ACSN,52.8,62.9,68.5,69.4,70.3,71.2,72,72.9,73.7,74.6,75.4,76.2
Peru,PER,Urban population growth (annual %),SP.URB.GROW,2.70490791908552,1.93805267105245,1.73673831693684,1.72426412622123,1.72569645025357,1.73189338403546,1.74787174614909,1.7655666668172,1.77948892936252,1.77402663136291,1.74871175039467,..
Peru,PER,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,445.980552771753,471.608217288333,473.972769476076,506.633143847926,524.931247933109,576.684056648947,654.019262982829,692.788122107033,715.613979987511,708.330654656247,..,..
Peru,PER,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.969896124271522,1.16908740636411,1.25452260071375,1.52718394326069,1.44134546524047,1.77106554567421,1.96972244914523,1.7832331442343,..,..,..,..
Peru,PER,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,546.350247481772,680.188501777454,887.622085156622,968.127261355269,1039.45081022139,1040.63356861146,1094.31434520007,1241.67121445438,1211.32269063511,1269.76655120628,..,..
Peru,PER,GDP at market prices (current US$),NY.GDP.MKTP.CD,25710059622.0643,50980861887.1601,87862091339.4002,102170980824.545,121572308725.52,121192333742.779,148522048127.964,170564249004.954,192679697094.166,201848484663.508,202596307719.116,..
Peru,PER,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-4.98256353646605,2.69431107298045,7.5288168435015,8.51844194709201,9.14314820513162,1.04923236965702,8.45074688025396,6.45221599607953,5.95034634533391,5.77036813187584,2.35025371037918,..
